text_id,turn_id,speaker,dialogue_text,context_before,matched_dialogue,context_after
VOF,VOF_T01214,he,"If we handle it right, they can never prove the killing, No one can see him come to the house after dark, and I’ll lay to it that no one will see him go. Now see here, Councillor, I’ll show you my plan and I’ll ask you to fit the others into it. You will all come in good time. Very well. He comes at ten. He is to tap three times, and me to open the door for him. Then I’ll get behind him and shut it. He’s our man then.","said McGinty grimly. “Didn’t he ask you why you didn’t bring him the papers?” “As if I would carry such things, and me a suspected man, and Captain Marvin after speaking to me this very day at the depot!” “Ay, I heard of that,” said McGinty. “I guess the heavy end of this business is coming on to you. We could put him down an old shaft when we’ve done with him; but however we work it we can’t get past the man living at Hobson’s Patch and you being there to-day.” McMurdo shrugged his shoulders. “","If we handle it right, they can never prove the"," killing,” said he. “No one can see him come to the house after dark, and I’ll lay to it that no one will see him go. Now see here, Councillor, I’ll show you my plan and I’ll ask you to fit the others into it. You will all come in good time. Very well. He comes at ten. He is to tap three times, and me to open the door for him. Then I’ll get behind him and shut it. He’s our man then.” “That’s all easy and plain.” “Yes; but the next step wants considering. He’s a hard proposition. He’s heavily arm"
VOF,VOF_T01221,McGinty,"It’s a good plan, The lodge will owe you a debt for this. I guess when I move out of the chair I can put a name to the man that’s coming after me.",,,
VOF,VOF_T01222,McMurdo,"Sure, Councillor, I am little more than a recruit, And if I were you, Mike Scanlan, I would take a night off and keep clear of it. There will be bloody work here before morning.",,,
VOF,VOF_T01225,he,"That will do, Ay,",,,
VOF,VOF_T01230,the secretary,"Maybe he won’t come. Maybe he’ll get a sniff of danger, He’ll come, never fear,",", never fear,” said McMurdo. He had nerves of steel, this man; for though the whole weight of the affair was on him his manner was as cool and unconcerned as ever. The others marked it and applauded. “You are the one to handle him,” said the Boss approvingly. “Not a warning will he get till your hand is on his throat. It’s a pity there are no shutters to your windows.” McMurdo went from one to the other and drew the curtains tighter. “Sure no one can spy upon us now. It’s close upon the hour.” “",Maybe he won’t come. Maybe he’ll get a sniff of," danger,” said the secretary. “He’ll come, never fear,” McMurdo answered. “He is as eager to come as you can be to see him. Hark to that!” They all sat like wax figures, some with their glasses arrested halfway to their lips. Three loud knocks had sounded at the door. “Hush!” McMurdo raised his hand in caution. An exulting glance went round the circle, and hands were laid upon their weapons. “Not a sound, for your lives!” McMurdo whispered, as he went from the room, closing the door carefully be"
VOF,VOF_T01237,Boss McGinty,Well! Is he here? Is Birdy Edwards here?,,,
VOF,VOF_T01248,he,"I’ve had bad news—terrible news, Mr. Holmes, I feared as much,",,,
VOF,VOF_T01254,Holmes,"Ha! It came like that, did it? Well, I’ve no doubt it was well stage-managed.",,,
VOF,VOF_T01260,Holmes,"No, no, my good sir, There is a master hand here. It is no case of sawed-off shotguns and clumsy six-shooters. You can tell an old master by the sweep of his brush. I can tell a Moriarty when I see one. This crime is from London, not from America.",,,
VOF,VOF_T01266,Holmes,"No, I don’t say that, I don’t say that he can’t be beat. But you must give me time—you must give me time!",,,
